1;1.01;100000;clauset;1.1051335197687149
1;1.02;100000;clauset;1.1087719124555588
1;1.03;100000;clauset;1.1130286711454391
1;1.04;100000;clauset;1.1176744538545609
1;1.05;100000;clauset;1.122900021672249
1;1.06;100000;clauset;1.1285553377866744
1;1.07;100000;clauset;1.1346832698583604
1;1.08;100000;clauset;1.1410019630193708
1;1.09;100000;clauset;1.147690389752388
1;1.1;100000;clauset;1.1547013956308363
1;1.11;100000;clauset;1.161993184685707
1;1.12;100000;clauset;1.1693728524446487
1;1.13;100000;clauset;1.1770193713903427
1;1.1400000000000001;100000;clauset;1.1848823720216748
1;1.15;100000;clauset;1.1927807384729383
1;1.16;100000;clauset;1.2009330958127973
1;1.17;100000;clauset;1.2091872638463974
1;1.18;100000;clauset;1.2174842995405195
1;1.19;100000;clauset;1.2258220595121383
1;1.2;100000;clauset;1.2343130713701247
1;1.21;100000;clauset;1.2428673130273817
1;1.22;100000;clauset;1.2514022642374039
1;1.23;100000;clauset;1.2600915390253067
1;1.24;100000;clauset;1.2686564975976944
1;1.25;100000;clauset;1.27768978536129
1;1.26;100000;clauset;1.286506591439247
1;1.27;100000;clauset;1.2954787927865983
1;1.28;100000;clauset;1.3042838102579117
1;1.29;100000;clauset;1.3133738976716995
1;1.3;100000;clauset;1.3223557442426683
1;1.31;100000;clauset;1.3315379971265793
1;1.32;100000;clauset;1.3406505900621413
1;1.33;100000;clauset;1.3500718301534653
1;1.34;100000;clauset;1.3593280297517776
1;1.35;100000;clauset;1.3685863727331162
1;1.36;100000;clauset;1.3779272359609602
1;1.37;100000;clauset;1.3872359484434127
1;1.38;100000;clauset;1.3967429238557818
1;1.3900000000000001;100000;clauset;1.4060516363382343
1;1.4;100000;clauset;1.4154953819513323
1;1.4100000000000001;100000;clauset;1.4248330301046372
1;1.42;100000;clauset;1.4344536048173904
1;1.43;100000;clauset;1.4439970177412031
1;1.44;100000;clauset;1.453595086932182
1;1.45;100000;clauset;1.4630109685659407
1;1.46;100000;clauset;1.4726786977052688
1;1.47;100000;clauset;1.482421445250511
1;1.48;100000;clauset;1.4919273489713667
1;1.49;100000;clauset;1.5015511387586593
1;1.5;100000;clauset;1.511279954314232
1;1.51;100000;clauset;1.5208523029088976
1;1.52;100000;clauset;1.5304150062799453
1;1.53;100000;clauset;1.5403067189455033
1;1.54;100000;clauset;1.5501748543977738
1;1.55;100000;clauset;1.5599090284109114
1;1.56;100000;clauset;1.5696935719251632
1;1.57;100000;clauset;1.5794802588224408
1;1.58;100000;clauset;1.5887578922510144
1;1.5899999999999999;100000;clauset;1.59865925014019
1;1.6;100000;clauset;1.6081405049562454
1;1.6099999999999999;100000;clauset;1.6179271918535232
1;1.62;100000;clauset;1.6277192372083664
1;1.63;100000;clauset;1.637675251364708
1;1.6400000000000001;100000;clauset;1.6473151165246962
1;1.65;100000;clauset;1.657311854958534
1;1.6600000000000001;100000;clauset;1.6673761099576947
1;1.67;100000;clauset;1.6772935432195664
1;1.6800000000000002;100000;clauset;1.6872592025995254
1;1.69;100000;clauset;1.6971669906377793
1;1.7000000000000002;100000;clauset;1.7071155029535292
1;1.71;100000;clauset;1.716833601593971
1;1.72;100000;clauset;1.7270714706182477
1;1.73;100000;clauset;1.736988903880119
1;1.74;100000;clauset;1.7468055981397625
1;1.75;100000;clauset;1.7563672298192976
1;1.76;100000;clauset;1.7662953799962997
1;1.77;100000;clauset;1.7763757103681561
1;1.78;100000;clauset;1.786473187804222
1;1.79;100000;clauset;1.7967421358823774
1;1.8;100000;clauset;1.8065888375043868
1;1.81;100000;clauset;1.8161129599809644
1;1.82;100000;clauset;1.825792477726936
1;1.83;100000;clauset;1.8356541830301283
1;1.84;100000;clauset;1.8453229838609695
1;1.85;100000;clauset;1.8553850954771038
1;1.8599999999999999;100000;clauset;1.8655415159463882
1;1.87;100000;clauset;1.8754085797071456
1;1.88;100000;clauset;1.8850066488981243
1;1.8900000000000001;100000;clauset;1.895188789963722
1;1.9;100000;clauset;1.9052326828241346
1;1.9100000000000001;100000;clauset;1.9150622373819353
1;1.92;100000;clauset;1.924972168803215
1;1.9300000000000002;100000;clauset;1.9350632160902024
1;1.94;100000;clauset;1.944829540848732
1;1.9500000000000002;100000;clauset;1.9545401376485825
1;1.96;100000;clauset;1.96493233025074
1;1.97;100000;clauset;1.9746825796365737
1;1.98;100000;clauset;1.9851626509428024
1;1.99;100000;clauset;1.99527834713459
1;2.0;100000;clauset;2.005687686800957
1;1.01;100000;clauset;1.1051335197687149
1;1.02;100000;clauset;1.1087719124555588
1;1.03;100000;clauset;1.1130286711454391
1;1.04;100000;clauset;1.1176744538545609
1;1.05;100000;clauset;1.122900021672249
1;1.06;100000;clauset;1.1285553377866744
1;1.07;100000;clauset;1.1346832698583604
1;1.08;100000;clauset;1.1410019630193708
1;1.09;100000;clauset;1.147690389752388
1;1.1;100000;clauset;1.1547013956308363
1;1.11;100000;clauset;1.161993184685707
1;1.12;100000;clauset;1.1693728524446487
1;1.13;100000;clauset;1.1770193713903427
1;1.1400000000000001;100000;clauset;1.1848823720216748
1;1.15;100000;clauset;1.1927807384729383
1;1.16;100000;clauset;1.2009330958127973
1;1.17;100000;clauset;1.2091872638463974
1;1.18;100000;clauset;1.2174842995405195
1;1.19;100000;clauset;1.2258220595121383
1;1.2;100000;clauset;1.2343130713701247
1;1.21;100000;clauset;1.2428673130273817
1;1.22;100000;clauset;1.2514022642374039
1;1.23;100000;clauset;1.2600915390253067
1;1.24;100000;clauset;1.2686564975976944
1;1.25;100000;clauset;1.27768978536129
1;1.26;100000;clauset;1.286506591439247
1;1.27;100000;clauset;1.2954787927865983
1;1.28;100000;clauset;1.3042838102579117
1;1.29;100000;clauset;1.3133738976716995
1;1.3;100000;clauset;1.3223557442426683
1;1.31;100000;clauset;1.3315379971265793
1;1.32;100000;clauset;1.3406505900621413
1;1.33;100000;clauset;1.3500718301534653
1;1.34;100000;clauset;1.3593280297517776
1;1.35;100000;clauset;1.3685863727331162
1;1.36;100000;clauset;1.3779272359609602
1;1.37;100000;clauset;1.3872359484434127
1;1.38;100000;clauset;1.3967429238557818
1;1.3900000000000001;100000;clauset;1.4060516363382343
1;1.4;100000;clauset;1.4154953819513323
1;1.4100000000000001;100000;clauset;1.4248330301046372
1;1.42;100000;clauset;1.4344536048173904
1;1.43;100000;clauset;1.4439970177412031
1;1.44;100000;clauset;1.453595086932182
2;1.01;100000;clauset;1.1050338524580001
2;1.02;100000;clauset;1.1088276404142379
2;1.03;100000;clauset;1.1131411987543105
2;1.04;100000;clauset;1.1178641432523726
2;1.05;100000;clauset;1.1231175750494002
2;1.06;100000;clauset;1.1287353819608688
2;1.07;100000;clauset;1.1348901063203813
2;1.08;100000;clauset;1.1412870329618454
