220;1.1;64;;clauset;1.314774598479271
220;1.1;64;0.01;abc_lin_reg_mle;1.0953135078057743
220;1.1;64;0.01;abc_lin_reg_median;1.1061285516621797
221;1.1;64;;clauset;1.3037994056940079
221;1.1;64;0.01;abc_lin_reg_mle;1.064854691803159
221;1.1;64;0.01;abc_lin_reg_median;1.064854691803159
222;1.1;64;;clauset;1.3040512531995774
222;1.1;64;0.01;abc_lin_reg_mle;1.0716038687217642
222;1.1;64;0.01;abc_lin_reg_median;1.0797746700926016
223;1.1;64;;clauset;1.3155001336336136
223;1.1;64;0.01;abc_lin_reg_mle;1.0936472033369264
223;1.1;64;0.01;abc_lin_reg_median;1.1041252284465388
224;1.1;64;;clauset;1.3239289873838422
224;1.1;64;0.01;abc_lin_reg_mle;1.1102391256403403
224;1.1;64;0.01;abc_lin_reg_median;1.1102391256403403
225;1.1;64;;clauset;1.3185276621580124
225;1.1;64;0.01;abc_lin_reg_mle;1.1147057689126831
225;1.1;64;0.01;abc_lin_reg_median;1.1091805934518648
226;1.1;64;;clauset;1.3239289873838422
226;1.1;64;0.01;abc_lin_reg_mle;1.1009038639840403
226;1.1;64;0.01;abc_lin_reg_median;1.1092842332724635
227;1.1;64;;clauset;1.3377066534757613
227;1.1;64;0.01;abc_lin_reg_mle;1.133073105880814
227;1.1;64;0.01;abc_lin_reg_median;1.129860176386043
228;1.1;64;;clauset;1.3289273566007613
228;1.1;64;0.01;abc_lin_reg_mle;1.128153844001959
228;1.1;64;0.01;abc_lin_reg_median;1.130187735724038
229;1.1;64;;clauset;1.2996273106336593
229;1.1;64;0.01;abc_lin_reg_mle;1.0954117618474948
229;1.1;64;0.01;abc_lin_reg_median;1.080266568526795
230;1.1;64;;clauset;1.2996273106336593
230;1.1;64;0.01;abc_lin_reg_mle;1.0824716423450427
230;1.1;64;0.01;abc_lin_reg_median;1.0773686108762204
231;1.1;64;;clauset;1.3406902426481244
231;1.1;64;0.01;abc_lin_reg_mle;1.1736683931950047
231;1.1;64;0.01;abc_lin_reg_median;1.1624491966079122
232;1.1;64;;clauset;1.3403537315130234
232;1.1;64;0.01;abc_lin_reg_mle;1.1228968038691802
232;1.1;64;0.01;abc_lin_reg_median;1.1278974952827299
233;1.1;64;;clauset;1.3122014671564102
233;1.1;64;0.01;abc_lin_reg_mle;1.1145526705659288
233;1.1;64;0.01;abc_lin_reg_median;1.1145526705659288
234;1.1;64;;clauset;1.3060971122980116
234;1.1;64;0.01;abc_lin_reg_mle;1.0894231050696075
234;1.1;64;0.01;abc_lin_reg_median;1.0800913689405678
235;1.1;64;;clauset;1.305070431828499
235;1.1;64;0.01;abc_lin_reg_mle;1.0835142394670407
235;1.1;64;0.01;abc_lin_reg_median;1.0794618752168745
236;1.1;64;;clauset;1.3198394125699995
236;1.1;64;0.01;abc_lin_reg_mle;1.1052359585537856
236;1.1;64;0.01;abc_lin_reg_median;1.1086680509667948
237;1.1;64;;clauset;1.2923205178976058
237;1.1;64;0.01;abc_lin_reg_mle;1.0809017201421096
237;1.1;64;0.01;abc_lin_reg_median;1.0787634994574191
238;1.1;64;;clauset;1.3366799730062486
238;1.1;64;0.01;abc_lin_reg_mle;1.1289104689861937
238;1.1;64;0.01;abc_lin_reg_median;1.137343992771204
239;1.1;64;;clauset;1.3017835539579392
239;1.1;64;0.01;abc_lin_reg_mle;1.076889684874635
239;1.1;64;0.01;abc_lin_reg_median;1.0697418869353381
220;1.1;128;;clauset;1.286854891180992
220;1.1;128;0.01;abc_lin_reg_mle;1.1082597965291345
220;1.1;128;0.01;abc_lin_reg_median;1.1024514339441374
221;1.1;128;;clauset;1.272816804051399
221;1.1;128;0.01;abc_lin_reg_mle;1.0990944998169783
221;1.1;128;0.01;abc_lin_reg_median;1.0950162557995733
222;1.1;128;;clauset;1.2749258929491043
222;1.1;128;0.01;abc_lin_reg_mle;1.0937224364832696
222;1.1;128;0.01;abc_lin_reg_median;1.0905644245846686
223;1.1;128;;clauset;1.2883831232786178
223;1.1;128;0.01;abc_lin_reg_mle;1.1160876130544841
